"hour","heat_demand","mining_revenue","total_heating_cost_per_hour","electric_heating_cost_per_hour","electric_heat_supply_per_hour","gas_heating_cost_per_hour","gas_heat_supply_per_hour","mining_heating_cost_per_hour","mining_heat_supply_per_hour"
6565.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
6566.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6567.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6568.00,0.81,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6569.00,0.84,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.84
6570.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6571.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
6572.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6573.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6574.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6575.00,1.11,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.11
6576.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
6577.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
6578.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6579.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
6580.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
6581.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6582.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
6583.00,0.87,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.87
6584.00,0.95,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.95
6585.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
6586.00,1.13,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.13
6587.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
6588.00,0.95,0.35,0.09,0.00,0.00,0.00,0.00,0.09,0.95
6589.00,0.89,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6590.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
6591.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
6592.00,0.93,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.93
6593.00,1.00,0.36,0.10,0.00,0.00,0.00,0.00,0.10,1.00
6594.00,1.16,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.16
6595.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
6596.00,1.25,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.25
6597.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
6598.00,1.02,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.02
6599.00,0.92,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.92
6600.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6601.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
6602.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
6603.00,0.69,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.69
6604.00,0.67,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6605.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
6606.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
6607.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
6608.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
6609.00,0.95,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.95
6610.00,1.09,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.09
6611.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
6612.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
6613.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6614.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
6615.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
6616.00,0.65,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.65
6617.00,0.64,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.64
6618.00,0.73,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.73
6619.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
6620.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6621.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6622.00,0.89,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6623.00,0.84,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.84
6624.00,0.78,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.78
6625.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6626.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6627.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6628.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6629.00,0.47,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.47
6630.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
6631.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
6632.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
6633.00,0.76,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.76
6634.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
6635.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
6636.00,0.48,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.48
6637.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6638.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6639.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6640.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6641.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
6642.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
6643.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6644.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
6645.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6646.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6647.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6648.00,0.56,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.56
6649.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6650.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6651.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6652.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6653.00,0.47,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.47
6654.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
6655.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
6656.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
6657.00,0.76,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.76
6658.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
6659.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
6660.00,0.48,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.48
6661.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6662.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6663.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6664.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6665.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
6666.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
6667.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6668.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
6669.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6670.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6671.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6672.00,0.56,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.56
6673.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6674.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6675.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6676.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6677.00,0.47,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.47
6678.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
6679.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
6680.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
6681.00,0.76,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.76
6682.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
6683.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
6684.00,0.48,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.48
6685.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6686.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6687.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6688.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6689.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
6690.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
6691.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6692.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
6693.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6694.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6695.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6696.00,0.56,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.56
6697.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6698.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6699.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6700.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6701.00,0.47,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.47
6702.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
6703.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
6704.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
6705.00,0.76,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.76
6706.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
6707.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
6708.00,0.48,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.48
6709.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6710.00,0.46,0.17,0.05,0.00,0.00,0.00,0.00,0.05,0.46
6711.00,0.44,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.44
6712.00,0.42,0.15,0.04,0.00,0.00,0.00,0.00,0.04,0.42
6713.00,0.43,0.16,0.04,0.00,0.00,0.00,0.00,0.04,0.43
6714.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
6715.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6716.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
6717.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6718.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6719.00,0.61,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.61
6720.00,0.56,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.56
6721.00,0.58,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.58
6722.00,0.54,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.54
6723.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
6724.00,0.55,0.20,0.06,0.00,0.00,0.00,0.00,0.06,0.55
6725.00,0.59,0.22,0.06,0.00,0.00,0.00,0.00,0.06,0.59
6726.00,0.70,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.70
6727.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
6728.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
6729.00,0.87,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.87
6730.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
6731.00,0.62,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.62
6732.00,0.57,0.21,0.06,0.00,0.00,0.00,0.00,0.06,0.57
6733.00,0.55,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.55
6734.00,0.54,0.20,0.05,0.00,0.00,0.00,0.00,0.05,0.54
6735.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
6736.00,0.52,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.52
6737.00,0.53,0.19,0.05,0.00,0.00,0.00,0.00,0.05,0.53
6738.00,0.63,0.23,0.06,0.00,0.00,0.00,0.00,0.06,0.63
6739.00,0.72,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.72
6740.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
6741.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
6742.00,0.79,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.79
6743.00,0.73,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.73
6744.00,0.68,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.68
6745.00,0.74,0.27,0.07,0.00,0.00,0.00,0.00,0.07,0.74
6746.00,0.69,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.69
6747.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6748.00,0.67,0.24,0.07,0.00,0.00,0.00,0.00,0.07,0.67
6749.00,0.69,0.25,0.07,0.00,0.00,0.00,0.00,0.07,0.69
6750.00,0.71,0.26,0.07,0.00,0.00,0.00,0.00,0.07,0.71
6751.00,0.75,0.27,0.08,0.00,0.00,0.00,0.00,0.08,0.75
6752.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
6753.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6754.00,1.02,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.02
6755.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6756.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
6757.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
6758.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
6759.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6760.00,0.83,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.83
6761.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
6762.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
6763.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
6764.00,1.12,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.12
6765.00,1.01,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.01
6766.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6767.00,0.80,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.80
6768.00,0.77,0.28,0.08,0.00,0.00,0.00,0.00,0.08,0.77
6769.00,0.98,0.36,0.10,0.00,0.00,0.00,0.00,0.10,0.98
6770.00,0.95,0.35,0.09,0.00,0.00,0.00,0.00,0.09,0.95
6771.00,0.93,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.93
6772.00,0.92,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.92
6773.00,0.93,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.93
6774.00,0.92,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.92
6775.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6776.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
6777.00,1.18,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.18
6778.00,1.31,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.31
6779.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
6780.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
6781.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
6782.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
6783.00,0.93,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.93
6784.00,0.85,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.85
6785.00,0.86,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.86
6786.00,0.95,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.95
6787.00,1.07,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.07
6788.00,1.14,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.14
6789.00,1.14,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.14
6790.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
6791.00,1.09,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.09
6792.00,1.03,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.03
6793.00,0.95,0.35,0.09,0.00,0.00,0.00,0.00,0.09,0.95
6794.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
6795.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6796.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
6797.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6798.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
6799.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
6800.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
6801.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
6802.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
6803.00,0.92,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.92
6804.00,0.85,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.85
6805.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
6806.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6807.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6808.00,0.81,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6809.00,0.84,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.84
6810.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6811.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
6812.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6813.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6814.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6815.00,1.11,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.11
6816.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
6817.00,0.95,0.35,0.09,0.00,0.00,0.00,0.00,0.09,0.95
6818.00,0.90,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.90
6819.00,0.89,0.32,0.09,0.00,0.00,0.00,0.00,0.09,0.89
6820.00,0.91,0.33,0.09,0.00,0.00,0.00,0.00,0.09,0.91
6821.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6822.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
6823.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
6824.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
6825.00,1.22,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.22
6826.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
6827.00,0.92,0.34,0.09,0.00,0.00,0.00,0.00,0.09,0.92
6828.00,0.85,0.31,0.09,0.00,0.00,0.00,0.00,0.09,0.85
6829.00,0.82,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.82
6830.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6831.00,0.81,0.29,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6832.00,0.81,0.30,0.08,0.00,0.00,0.00,0.00,0.08,0.81
6833.00,0.84,0.31,0.08,0.00,0.00,0.00,0.00,0.08,0.84
6834.00,0.96,0.35,0.10,0.00,0.00,0.00,0.00,0.10,0.96
6835.00,1.08,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.08
6836.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6837.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6838.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6839.00,1.11,0.40,0.11,0.00,0.00,0.00,0.00,0.11,1.11
6840.00,1.04,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.04
6841.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
6842.00,1.16,0.42,0.12,0.00,0.00,0.00,0.00,0.12,1.16
6843.00,1.15,0.42,0.11,0.00,0.00,0.00,0.00,0.11,1.15
6844.00,1.17,0.43,0.12,0.00,0.00,0.00,0.00,0.12,1.17
6845.00,1.21,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.21
6846.00,1.32,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.32
6847.00,1.48,0.54,0.15,0.00,0.00,0.00,0.00,0.15,1.48
6848.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
6849.00,1.47,0.53,0.15,0.00,0.00,0.00,0.00,0.15,1.47
6850.00,1.28,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.28
6851.00,1.13,0.41,0.11,0.00,0.00,0.00,0.00,0.11,1.13
6852.00,1.05,0.38,0.10,0.00,0.00,0.00,0.00,0.10,1.05
6853.00,1.00,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.00
6854.00,1.00,0.36,0.10,0.00,0.00,0.00,0.00,0.10,1.00
6855.00,1.00,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.00
6856.00,1.02,0.37,0.10,0.00,0.00,0.00,0.00,0.10,1.02
6857.00,1.06,0.39,0.11,0.00,0.00,0.00,0.00,0.11,1.06
6858.00,1.20,0.44,0.12,0.00,0.00,0.00,0.00,0.12,1.20
6859.00,1.33,0.48,0.13,0.00,0.00,0.00,0.00,0.13,1.33
6860.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
6861.00,1.43,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.43
6862.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
6863.00,1.37,0.50,0.14,0.00,0.00,0.00,0.00,0.14,1.37
6864.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
6865.00,1.45,0.53,0.14,0.00,0.00,0.00,0.00,0.14,1.45
6866.00,1.40,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.40
6867.00,1.39,0.50,0.14,0.00,0.00,0.00,0.00,0.14,1.39
6868.00,1.41,0.51,0.14,0.00,0.00,0.00,0.00,0.14,1.41
6869.00,1.45,0.53,0.15,0.00,0.00,0.00,0.00,0.15,1.45
6870.00,1.56,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.56
6871.00,1.72,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.72
6872.00,1.80,0.66,0.18,0.00,0.00,0.00,0.00,0.18,1.80
6873.00,1.74,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.74
6874.00,1.58,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.58
6875.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
6876.00,1.35,0.49,0.13,0.00,0.00,0.00,0.00,0.13,1.35
6877.00,1.29,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.29
6878.00,1.28,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.28
6879.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
6880.00,1.27,0.46,0.13,0.00,0.00,0.00,0.00,0.13,1.27
6881.00,1.30,0.47,0.13,0.00,0.00,0.00,0.00,0.13,1.30
6882.00,1.42,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.42
6883.00,1.55,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.55
6884.00,1.65,0.60,0.17,0.00,0.00,0.00,0.00,0.17,1.65
6885.00,1.66,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.66
6886.00,1.68,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.68
6887.00,1.61,0.59,0.16,0.00,0.00,0.00,0.00,0.16,1.61
6888.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
6889.00,1.56,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.56
6890.00,1.52,0.55,0.15,0.00,0.00,0.00,0.00,0.15,1.52
6891.00,1.51,0.55,0.15,0.00,0.00,0.00,0.00,0.15,1.51
6892.00,1.53,0.56,0.15,0.00,0.00,0.00,0.00,0.15,1.53
6893.00,1.57,0.57,0.16,0.00,0.00,0.00,0.00,0.16,1.57
6894.00,1.68,0.61,0.17,0.00,0.00,0.00,0.00,0.17,1.68
6895.00,1.85,0.67,0.19,0.00,0.00,0.00,0.00,0.19,1.85
6896.00,1.94,0.71,0.19,0.00,0.00,0.00,0.00,0.19,1.94
6897.00,1.89,0.69,0.19,0.00,0.00,0.00,0.00,0.19,1.89
6898.00,1.73,0.63,0.17,0.00,0.00,0.00,0.00,0.17,1.73
6899.00,1.60,0.58,0.16,0.00,0.00,0.00,0.00,0.16,1.60
6900.00,1.50,0.55,0.15,0.00,0.00,0.00,0.00,0.15,1.50
6901.00,1.44,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.44
6902.00,1.42,0.52,0.14,0.00,0.00,0.00,0.00,0.14,1.42
